suite_id,repeat_id,scenario,background_offered_rps,valid_offered_load,invalid_reason,interactive_actual_dispatch_rps,interactive_median_dispatch_lag_s,interactive_peak_inflight,interactive_client_limited,background_actual_dispatch_rps,background_median_dispatch_lag_s,background_peak_inflight,background_client_limited,pooltimeout_count,aborted,abort_reason,interactive_p95_pre_s,interactive_p95_burst_s,interactive_p95_recovery_s,interactive_p50_pre_s,interactive_p50_burst_s,interactive_p50_recovery_s,max_waiting_requests,max_waiting_burst,max_running_requests,max_kv_cache_usage_perc,max_gpu_util_pct,max_vram_mib,last_background_completion_s,background_completed_count,background_offered_count,background_output_token_goodput_tps,background_request_goodput_rps,background_prompt_tokens_p50,background_prompt_tokens_min,background_prompt_tokens_max,background_output_tokens_sum,sustained_burst_queue,slo_met_before_burst,slo_met_during_burst,slo_recovered_afterward,interactive_status_counts,background_status_counts,configured_interactive_connections,configured_background_connections,configured_interactive_max_inflight,configured_background_max_inflight,scheduler_policy,admission_gated,slo_met_in_30_60_window,interactive_p99_pre_s,interactive_p99_burst_s,interactive_p99_recovery_s,post_background_count,post_background_ttft_p50_s,post_background_ttft_p95_s,post_background_ttft_p99_s,post_background_slo_met,waiting_p50,waiting_p95,background_admitted_count,background_total_e2e_p50_s,background_total_e2e_p95_s,background_total_e2e_p99_s,background_e2e_p50_s,background_e2e_p95_s,background_e2e_p99_s,admission_delay_p50_s,admission_delay_p95_s,admission_delay_p99_s,max_local_pending_depth,background_limit_min,background_limit_median,background_limit_max,increase_count,decrease_count,hold_count,sample_count
native-2026-08-31T21-07-52Z,native-rep1,mixed,16.0,True,,64.00068261597498,0.0009717695011204341,189,False,15.998811903323691,0.001364377001664252,169,False,0,False,,0.047526266851673424,0.29725837994992615,0.2549680446500133,0.03919715649863065,0.120388687499144,0.0845783910008322,83.0,83.0,254.0,0.3469912566432367,100.0,15817.0,47.704040483000426,240,240,1878.6669504013284,7.338542775005189,928.0,924,933,61440,True,True,True,True,{'length': 3840},{'length': 240},2560,640,2048,512,priority,False,True,0.06774912713979565,0.3284732375297608,0.3273059817790998,787,0.03887882100025308,0.047424377998686394,0.05444261535987606,True,0.0,75.1,240,15.269580165500884,19.10811044835136,19.243353979363054,15.269580165500884,19.10811044835136,19.243353979363054,0.0,0.0,0.0,0,,,,0,0,0,0
native-2026-08-31T21-07-52Z,native-rep2,mixed,16.0,True,,64.00010950816889,0.0009981524981412804,191,False,15.998406748257448,0.0013308629986568121,168,False,0,False,,0.04715377614993485,0.31161761520143044,0.2112919713010342,0.038431702998423134,0.12133754800197494,0.08502145300008124,82.0,82.0,255.0,0.35007714726555805,100.0,15768.0,48.00673670600008,240,240,1861.4381829764836,7.271242902251889,928.0,924,933,61440,True,True,True,True,{'length': 3840},{'length': 240},2560,640,2048,512,priority,False,True,0.09646789592894449,0.33664796603065045,0.25672508140836725,767,0.03902970800118055,0.047205574898543996,0.05635434915937367,True,0.0,76.05,240,15.28674196799875,19.208816604799722,19.37459464025018,15.28674196799875,19.208816604799722,19.37459464025018,0.0,0.0,0.0,0,,,,0,0,0,0
native-2026-08-31T21-07-52Z,native-rep3,mixed,16.0,True,,63.99713573425929,0.0009874574989225948,188,False,15.988871898223863,0.001416022501871339,169,False,0,False,,0.04693135189736494,0.29666517654914054,0.15892111780194682,0.03828806850106048,0.12094086849901942,0.08471850699788774,88.0,86.0,255.0,0.3418481056060346,100.0,15814.0,47.86583513000005,240,240,1869.418493611238,7.302415990668899,928.0,924,933,61440,True,True,True,True,"{'length': 3839, 'stream_error': 1}",{'length': 240},2560,640,2048,512,priority,False,True,0.06929499009995195,0.32665850114972267,0.18500987273910136,776,0.041141441999570816,0.05043113225019624,0.05570669825101504,True,0.0,75.29999999999998,240,15.17908515200179,18.76089064000189,19.010341147700856,15.17908515200179,18.76089064000189,19.010341147700856,0.0,0.0,0.0,0,,,,0,0,0,0
