t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,mode,background_offered_rps
47.91951809099919,103.0,0.0,0.09789130807474711,native-rep2,native,16.0
48.42396094399737,66.0,0.0,0.038745071146922716,native-rep2,native,16.0
48.9733461729993,51.0,0.0,0.029487399279958804,native-rep2,native,16.0
49.479471342998295,52.0,0.0,0.028630207440425215,native-rep2,native,16.0
49.984459313000116,53.0,0.0,0.029144522544145346,native-rep2,native,16.0
50.493184127997665,54.0,0.0,0.030687467855306072,native-rep2,native,16.0
50.99700738299725,52.0,0.0,0.028973084176238673,native-rep2,native,16.0
51.504625401998055,52.0,0.0,0.028801645808331888,native-rep2,native,16.0
52.00867406499674,53.0,0.0,0.029830276015772372,native-rep2,native,16.0
52.51312738100023,53.0,0.0,0.029658837647865588,native-rep2,native,16.0
53.017828918000305,52.0,0.0,0.028801645808331888,native-rep2,native,16.0
53.526641986998584,52.0,0.0,0.028801645808331888,native-rep2,native,16.0
54.03225335699972,52.0,0.0,0.029487399279958804,native-rep2,native,16.0
54.53877924199696,51.0,0.0,0.029144522544145346,native-rep2,native,16.0
55.04636200699679,52.0,0.0,0.02931596091205213,native-rep2,native,16.0
55.55473919299766,52.0,0.0,0.02845876907251843,native-rep2,native,16.0
56.06032638099714,52.0,0.0,0.028973084176238673,native-rep2,native,16.0
56.56528326300031,52.0,0.0,0.028630207440425215,native-rep2,native,16.0
57.0712399849981,52.0,0.0,0.029144522544145346,native-rep2,native,16.0
57.577082681997126,52.0,0.0,0.029487399279958804,native-rep2,native,16.0
58.085187894997944,52.0,0.0,0.028801645808331888,native-rep2,native,16.0
58.593289211999945,52.0,0.0,0.02931596091205213,native-rep2,native,16.0
59.10044599899993,53.0,0.0,0.029830276015772372,native-rep2,native,16.0
59.604551526997966,52.0,0.0,0.028630207440425215,native-rep2,native,16.0
60.10887705499772,47.0,0.0,0.028801645808331888,native-rep2,native,16.0
60.61240259799888,15.0,0.0,0.013029315960912058,native-rep2,native,16.0
0.005495418001373764,0.0,0.0,0.0,native-rep3,native,16.0
0.5112599179992685,32.0,0.0,0.012000685753471574,native-rep3,native,16.0
1.0157185659991228,64.0,0.0,0.03771644093948223,native-rep3,native,16.0
1.5222248640020553,53.0,0.0,0.029658837647865588,native-rep3,native,16.0
2.0264852379987133,53.0,0.0,0.029144522544145346,native-rep3,native,16.0
2.5329840340018563,52.0,0.0,0.028801645808331888,native-rep3,native,16.0
3.0384408729987626,51.0,0.0,0.02845876907251843,native-rep3,native,16.0
3.542368233000161,52.0,0.0,0.028801645808331888,native-rep3,native,16.0
4.048316357999283,52.0,0.0,0.029144522544145346,native-rep3,native,16.0
4.554472767002153,52.0,0.0,0.028630207440425215,native-rep3,native,16.0
5.057848033000482,52.0,0.0,0.02931596091205213,native-rep3,native,16.0
5.562499616000423,54.0,0.0,0.029658837647865588,native-rep3,native,16.0
6.070687275001546,54.0,0.0,0.030344591119492503,native-rep3,native,16.0
6.575743899000372,53.0,0.0,0.030001714383679046,native-rep3,native,16.0
7.0829738230022485,51.0,0.0,0.028287330704611646,native-rep3,native,16.0
7.586223188001895,52.0,0.0,0.028973084176238673,native-rep3,native,16.0
8.092422795001767,52.0,0.0,0.028630207440425215,native-rep3,native,16.0
8.598155515999679,52.0,0.0,0.029658837647865588,native-rep3,native,16.0
9.104796939998778,51.0,0.0,0.028287330704611646,native-rep3,native,16.0
9.608403619000455,52.0,0.0,0.02845876907251843,native-rep3,native,16.0
10.117088379000052,51.0,0.0,0.028973084176238673,native-rep3,native,16.0
10.623233102000086,51.0,0.0,0.02845876907251843,native-rep3,native,16.0
11.128720974000316,51.0,0.0,0.02845876907251843,native-rep3,native,16.0
11.632726816998911,52.0,0.0,0.028630207440425215,native-rep3,native,16.0
12.139332148999529,52.0,0.0,0.029658837647865588,native-rep3,native,16.0
12.647453666999354,53.0,0.0,0.029487399279958804,native-rep3,native,16.0
13.154426527002215,54.0,0.0,0.029658837647865588,native-rep3,native,16.0
13.657985607998853,53.0,0.0,0.02931596091205213,native-rep3,native,16.0
14.162463290998858,53.0,0.0,0.029658837647865588,native-rep3,native,16.0
14.66795722200186,53.0,0.0,0.029658837647865588,native-rep3,native,16.0
15.17379725200226,59.0,0.0,0.05040288016458083,native-rep3,native,16.0
15.677944220002246,72.0,0.0,0.09634836276358649,native-rep3,native,16.0
16.18293916300172,88.0,0.0,0.12652151551517232,native-rep3,native,16.0
16.693302511001093,96.0,0.0,0.13629350248585637,native-rep3,native,16.0
17.196516354000778,107.0,0.0,0.14760843476770102,native-rep3,native,16.0
17.70735582099951,121.0,0.0,0.16098062746442654,native-rep3,native,16.0
18.214360165999096,140.0,0.0,0.1755528887364992,native-rep3,native,16.0
18.73111670599974,160.0,0.0,0.19269672552717299,native-rep3,native,16.0
19.23558739800137,180.0,0.0,0.21241213783644775,native-rep3,native,16.0
19.740269148998777,197.0,0.0,0.23007028973084176,native-rep3,native,16.0
20.244345420000172,213.0,0.0,0.24789987999314245,native-rep3,native,16.0
20.763993960001244,230.0,0.0,0.2667581004628836,native-rep3,native,16.0
21.269637526002043,244.0,0.0,0.27995885479170235,native-rep3,native,16.0
21.775992541999585,254.0,5.0,0.2890450882907595,native-rep3,native,16.0
22.293790145999083,254.0,18.0,0.2962454997428424,native-rep3,native,16.0
22.813117992001935,253.0,30.0,0.30207440425167154,native-rep3,native,16.0
23.329205271002138,252.0,39.0,0.30361734956283215,native-rep3,native,16.0
23.840169385999616,254.0,46.0,0.30773187039259386,native-rep3,native,16.0
24.34520833300121,253.0,51.0,0.30961769243956794,native-rep3,native,16.0
24.865829278998717,253.0,58.0,0.3142465283730499,native-rep3,native,16.0
25.3847925830014,254.0,65.0,0.3176752957311847,native-rep3,native,16.0
25.920532767999248,254.0,69.0,0.31956111777815877,native-rep3,native,16.0
26.43092697999964,252.0,71.0,0.3181896108349048,native-rep3,native,16.0
26.95695196700035,253.0,71.0,0.31784673409909137,native-rep3,native,16.0
27.462478519999422,252.0,75.0,0.3142465283730499,native-rep3,native,16.0
27.968333386001177,253.0,81.0,0.3108177610149151,native-rep3,native,16.0
28.475428538000415,252.0,86.0,0.30687467855306017,native-rep3,native,16.0
28.984099892000813,252.0,86.0,0.30121721241213784,native-rep3,native,16.0
29.500800001002062,253.0,86.0,0.29761700668609636,native-rep3,native,16.0
30.02678033900156,253.0,88.0,0.2904165952340134,native-rep3,native,16.0
30.534680470998865,250.0,81.0,0.28013029315960913,native-rep3,native,16.0
31.053755158001877,254.0,65.0,0.27052974455683176,native-rep3,native,16.0
31.557674360999954,254.0,59.0,0.261957826161495,native-rep3,native,16.0
32.07088702100009,252.0,52.0,0.2501285787759301,native-rep3,native,16.0
32.59451056800026,254.0,48.0,0.2549288530773187,native-rep3,native,16.0
33.107159745999525,254.0,49.0,0.26658666209497683,native-rep3,native,16.0
33.61812486499912,253.0,49.0,0.27755871764100803,native-rep3,native,16.0
34.1224066140021,253.0,49.0,0.2878450197154123,native-rep3,native,16.0
34.64046235600108,253.0,49.0,0.3007028973084176,native-rep3,native,16.0
35.14554991000114,253.0,50.0,0.31201782959026225,native-rep3,native,16.0
35.650021934001416,252.0,50.0,0.32316132350420024,native-rep3,native,16.0
36.154296169999725,253.0,51.0,0.3334476255786045,native-rep3,native,16.0
36.65916587999891,255.0,50.0,0.3418481056060346,native-rep3,native,16.0
37.166189580999344,252.0,46.0,0.3346476941539517,native-rep3,native,16.0
37.72252261600079,254.0,38.0,0.32487570718326764,native-rep3,native,16.0
38.23764766900058,254.0,34.0,0.32401851534373394,native-rep3,native,16.0
38.741888598000514,253.0,33.0,0.3319046802674439,native-rep3,native,16.0
39.25962760599941,254.0,24.0,0.323332761872107,native-rep3,native,16.0
39.76400689300135,253.0,15.0,0.3142465283730499,native-rep3,native,16.0
40.283941372999834,253.0,7.0,0.30516029487399277,native-rep3,native,16.0
40.787493013998755,252.0,1.0,0.29607406137493575,native-rep3,native,16.0
41.29157797800144,240.0,0.0,0.27241556660380595,native-rep3,native,16.0
41.84946641799979,223.0,0.0,0.2532144693982513,native-rep3,native,16.0
42.36134613299873,201.0,0.0,0.22441282358991943,native-rep3,native,16.0
42.879105019001145,183.0,0.0,0.21824104234527686,native-rep3,native,16.0
43.39215746500122,172.0,0.0,0.22081261786387796,native-rep3,native,16.0
43.905967253998824,167.0,0.0,0.22458426195782621,native-rep3,native,16.0
44.424067006999394,165.0,0.0,0.23298474198525632,native-rep3,native,16.0
44.940699242000846,166.0,0.0,0.2424138522201269,native-rep3,native,16.0
45.44467923400225,166.0,0.0,0.2509857706154638,native-rep3,native,16.0
45.95794494200163,162.0,0.0,0.24892851020058293,native-rep3,native,16.0
46.471538537000015,151.0,0.0,0.22989885136293498,native-rep3,native,16.0
46.981678022999404,145.0,0.0,0.23007028973084176,native-rep3,native,16.0
47.49256638299994,120.0,0.0,0.1688667923881365,native-rep3,native,16.0
