offered_rps,repeats,any_client_limited,headline_p95_ttft_s_median,headline_p95_ttft_s_min,headline_p95_ttft_s_max,headline_p50_ttft_s_median,headline_output_token_tps_median,headline_completed_rps_median,repeat_p95_ttft_s,slo_p95_ttft_seconds,slo_met_all_repeats
8.0,3,False,0.04727541185066002,0.04663557794965527,0.048301156998786614,0.03856057499979215,503.5659778732083,7.868218404268879,"[0.04727541185066002, 0.048301156998786614, 0.04663557794965527]",1.0,True
64.0,3,False,0.05127483654987373,0.05106744959966817,0.05560807114925409,0.04077974249958061,4019.122894014186,62.798795218971655,"[0.05127483654987373, 0.05560807114925409, 0.05106744959966817]",1.0,True
128.0,3,False,0.09295980800025064,0.08047127364970948,12.257972384749973,0.07874806450035976,8004.208728461717,125.06576138221433,"[12.257972384749973, 0.09295980800025064, 0.08047127364970948]",1.0,False
132.0,3,True,19.68030869714994,14.743131098499816,21.83436400619973,0.11859176050074893,6171.170483224627,96.4245388003848,"[21.83436400619973, 14.743131098499816, 19.68030869714994]",1.0,False
136.0,3,False,0.08035360424973988,0.07939258675014571,19.329625201750787,0.06800642049893213,8518.127487368742,133.0957419901366,"[0.07939258675014571, 0.08035360424973988, 19.329625201750787]",1.0,False
144.0,3,True,26.80721436560026,22.911525712500406,75.1905092017495,7.028303192000749,4924.448156214809,76.9445024408564,"[26.80721436560026, 22.911525712500406, 75.1905092017495]",1.0,False
