t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,scenario,background_offered_rps
0.00734321700019791,0.0,0.0,0.0,pilot-bg4-rep1,mixed,4.0
0.5144508490002409,31.0,0.0,0.011314932281844658,pilot-bg4-rep1,mixed,4.0
1.0187331549996088,37.0,0.0,0.0135436310646323,pilot-bg4-rep1,mixed,4.0
1.52457363800022,96.0,0.0,0.037373564203668774,pilot-bg4-rep1,mixed,4.0
2.034919054999591,114.0,0.0,0.07200411452082978,pilot-bg4-rep1,mixed,4.0
2.544334878999507,59.0,0.0,0.03274472827018682,pilot-bg4-rep1,mixed,4.0
3.0490252049994524,58.0,0.0,0.0320589747985599,pilot-bg4-rep1,mixed,4.0
3.5580463810001675,54.0,0.0,0.030687467855306072,pilot-bg4-rep1,mixed,4.0
4.0626983149995795,56.0,0.0,0.030001714383679046,pilot-bg4-rep1,mixed,4.0
4.570337201999791,57.0,0.0,0.032573289902280145,pilot-bg4-rep1,mixed,4.0
5.076382442000067,52.0,0.0,0.029144522544145346,pilot-bg4-rep1,mixed,4.0
5.580457113000193,51.0,0.0,0.02845876907251843,pilot-bg4-rep1,mixed,4.0
6.085065581999515,53.0,0.0,0.029658837647865588,pilot-bg4-rep1,mixed,4.0
6.589333425999939,49.0,0.0,0.027430138865078058,pilot-bg4-rep1,mixed,4.0
7.0930855850001535,49.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
7.600743298999987,47.0,0.0,0.02674438539345103,pilot-bg4-rep1,mixed,4.0
8.106845157999487,48.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
8.611517651999748,49.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
9.11672710699986,48.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
9.621835013999771,49.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
10.125337143999786,48.0,0.0,0.026572947025544358,pilot-bg4-rep1,mixed,4.0
10.631903249999596,50.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
11.136052627000026,53.0,0.0,0.029658837647865588,pilot-bg4-rep1,mixed,4.0
11.641126280000208,58.0,0.0,0.03137322132693299,pilot-bg4-rep1,mixed,4.0
12.146001895000154,57.0,0.0,0.0320589747985599,pilot-bg4-rep1,mixed,4.0
12.651413720000164,52.0,0.0,0.029487399279958804,pilot-bg4-rep1,mixed,4.0
13.155812523999884,54.0,0.0,0.02931596091205213,pilot-bg4-rep1,mixed,4.0
13.665709738999794,59.0,0.0,0.0329161666380936,pilot-bg4-rep1,mixed,4.0
14.169490643000245,57.0,0.0,0.031716098062746445,pilot-bg4-rep1,mixed,4.0
14.67660602900014,59.0,0.0,0.0320589747985599,pilot-bg4-rep1,mixed,4.0
15.180294752999544,57.0,0.0,0.04234527687296419,pilot-bg4-rep1,mixed,4.0
15.684009470999627,54.0,0.0,0.04971712669295392,pilot-bg4-rep1,mixed,4.0
16.187841629000104,55.0,0.0,0.06086062060689179,pilot-bg4-rep1,mixed,4.0
16.69519714099988,56.0,0.0,0.07406137493571063,pilot-bg4-rep1,mixed,4.0
17.20124072699946,59.0,0.0,0.0877764443682496,pilot-bg4-rep1,mixed,4.0
17.70662719200027,62.0,0.0,0.10269158237613574,pilot-bg4-rep1,mixed,4.0
18.214025883999966,64.0,0.0,0.10886336362077831,pilot-bg4-rep1,mixed,4.0
18.719734626999525,63.0,0.0,0.10594891136636375,pilot-bg4-rep1,mixed,4.0
19.223993218000032,63.0,0.0,0.106463226470084,pilot-bg4-rep1,mixed,4.0
19.728619391999928,62.0,0.0,0.11554945996914112,pilot-bg4-rep1,mixed,4.0
20.23371368199969,62.0,0.0,0.11520658323332766,pilot-bg4-rep1,mixed,4.0
20.73804016199938,62.0,0.0,0.12497857020401171,pilot-bg4-rep1,mixed,4.0
21.242328837999594,61.0,0.0,0.11554945996914112,pilot-bg4-rep1,mixed,4.0
21.74614766400009,62.0,0.0,0.11537802160123434,pilot-bg4-rep1,mixed,4.0
22.250097594999716,61.0,0.0,0.10526315789473684,pilot-bg4-rep1,mixed,4.0
22.758320707000166,63.0,0.0,0.106463226470084,pilot-bg4-rep1,mixed,4.0
23.263321860999895,64.0,0.0,0.11726384364820852,pilot-bg4-rep1,mixed,4.0
23.7676496590002,63.0,0.0,0.106463226470084,pilot-bg4-rep1,mixed,4.0
24.27387040099984,63.0,0.0,0.10663466483799078,pilot-bg4-rep1,mixed,4.0
24.780157108999447,65.0,0.0,0.106463226470084,pilot-bg4-rep1,mixed,4.0
25.28564769700006,63.0,0.0,0.10697754157380424,pilot-bg4-rep1,mixed,4.0
25.790393765999397,62.0,0.0,0.10594891136636375,pilot-bg4-rep1,mixed,4.0
26.296614361000138,63.0,0.0,0.1165780901765815,pilot-bg4-rep1,mixed,4.0
26.805695123000078,62.0,0.0,0.11692096691239495,pilot-bg4-rep1,mixed,4.0
27.31057081600011,62.0,0.0,0.10697754157380424,pilot-bg4-rep1,mixed,4.0
27.816692860999865,63.0,0.0,0.1073204183096177,pilot-bg4-rep1,mixed,4.0
28.32099152399951,62.0,0.0,0.10766329504543115,pilot-bg4-rep1,mixed,4.0
28.824418973999855,62.0,0.0,0.09669123949939995,pilot-bg4-rep1,mixed,4.0
29.32873286999984,62.0,0.0,0.10680610320589745,pilot-bg4-rep1,mixed,4.0
29.8367079059999,62.0,0.0,0.1165780901765815,pilot-bg4-rep1,mixed,4.0
30.340437017000113,60.0,0.0,0.11554945996914112,pilot-bg4-rep1,mixed,4.0
30.847946955000225,56.0,0.0,0.10149151380078858,pilot-bg4-rep1,mixed,4.0
31.352135011999962,57.0,0.0,0.1030344591119493,pilot-bg4-rep1,mixed,4.0
31.8565505079996,53.0,0.0,0.07646151208640495,pilot-bg4-rep1,mixed,4.0
32.36165415599953,51.0,0.0,0.05246014057946169,pilot-bg4-rep1,mixed,4.0
32.866283549999935,48.0,0.0,0.02708726212926449,pilot-bg4-rep1,mixed,4.0
33.37178468699949,48.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
33.876146845999756,48.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
34.38333437500023,48.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
34.8894510199998,51.0,0.0,0.027773015600891515,pilot-bg4-rep1,mixed,4.0
35.39352314600001,51.0,0.0,0.028973084176238673,pilot-bg4-rep1,mixed,4.0
35.900763091000044,48.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
36.40502409199962,49.0,0.0,0.02708726212926449,pilot-bg4-rep1,mixed,4.0
36.909788422999554,48.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
37.416503747000206,50.0,0.0,0.02794445396879819,pilot-bg4-rep1,mixed,4.0
37.92312035299983,49.0,0.0,0.027773015600891515,pilot-bg4-rep1,mixed,4.0
38.42828710499998,49.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
38.93239911799992,49.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
39.436026327000036,48.0,0.0,0.02708726212926449,pilot-bg4-rep1,mixed,4.0
39.940763208000135,48.0,0.0,0.02708726212926449,pilot-bg4-rep1,mixed,4.0
40.446381320999535,49.0,0.0,0.02674438539345103,pilot-bg4-rep1,mixed,4.0
40.95143229799942,50.0,0.0,0.02794445396879819,pilot-bg4-rep1,mixed,4.0
41.45555926099951,49.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
41.96115764499973,48.0,0.0,0.027430138865078058,pilot-bg4-rep1,mixed,4.0
42.465063861999624,48.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
42.972436173999995,52.0,0.0,0.028801645808331888,pilot-bg4-rep1,mixed,4.0
43.477673504999984,51.0,0.0,0.029658837647865588,pilot-bg4-rep1,mixed,4.0
43.9818302499998,50.0,0.0,0.02794445396879819,pilot-bg4-rep1,mixed,4.0
44.48597768899981,49.0,0.0,0.027430138865078058,pilot-bg4-rep1,mixed,4.0
44.99031520900007,48.0,0.0,0.027258700497171273,pilot-bg4-rep1,mixed,4.0
45.495600807999836,48.0,0.0,0.026401508657637573,pilot-bg4-rep1,mixed,4.0
45.99962203599989,48.0,0.0,0.026401508657637573,pilot-bg4-rep1,mixed,4.0
46.50835408199964,49.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
47.0140938579998,48.0,0.0,0.026915823761357816,pilot-bg4-rep1,mixed,4.0
