suite_id,repeat_id,scenario,background_offered_rps,valid_offered_load,invalid_reason,interactive_actual_dispatch_rps,interactive_median_dispatch_lag_s,interactive_peak_inflight,interactive_client_limited,background_actual_dispatch_rps,background_median_dispatch_lag_s,background_peak_inflight,background_client_limited,pooltimeout_count,aborted,abort_reason,interactive_p95_pre_s,interactive_p95_burst_s,interactive_p95_recovery_s,interactive_p50_pre_s,interactive_p50_burst_s,interactive_p50_recovery_s,max_waiting_requests,max_waiting_burst,max_running_requests,max_kv_cache_usage_perc,max_gpu_util_pct,max_vram_mib,last_background_completion_s,background_completed_count,background_offered_count,background_output_token_goodput_tps,background_request_goodput_rps,background_prompt_tokens_p50,background_prompt_tokens_min,background_prompt_tokens_max,background_output_tokens_sum,sustained_burst_queue,slo_met_before_burst,slo_met_during_burst,slo_recovered_afterward,interactive_status_counts,background_status_counts,configured_interactive_connections,configured_background_connections,configured_interactive_max_inflight,configured_background_max_inflight
pilot-2026-08-31T13-03-48Z,pilot-bg4-rep1,mixed,4.0,True,,64.00206924574896,0.0007351630001721787,128,False,3.9993562018054107,0.0009969435000130034,13,False,0,False,,0.1991923547998338,0.04579137844939396,0.04297170980025839,0.03938570999980584,0.03686544500033051,0.03534629899968422,0.0,0.0,114.0,0.12497857020401171,100.0,15711.0,32.85100376399987,60,60,860.4981723604143,3.3613209857828683,929.0,924,933,15360,False,True,True,True,{'length': 3840},{'length': 60},2560,640,2048,512
pilot-2026-08-31T13-03-48Z,pilot-bg8-rep1,mixed,8.0,True,,63.99949753816053,0.0007623784999850614,70,False,7.9992626072689825,0.0009212549998665054,34,False,0,False,,0.045656911300329735,0.055983174149423574,0.043078878699725466,0.03555228849972991,0.04546186149991627,0.0349319395004386,0.0,0.0,100.0,0.16612377850162863,100.0,15707.0,33.25382309900033,120,120,1683.0014168533023,6.574224284583212,929.0,924,933,30720,False,True,True,True,{'length': 3840},{'length': 120},2560,640,2048,512
pilot-2026-08-31T13-03-48Z,pilot-bg16-rep1,mixed,16.0,True,,62.25171540684671,0.0018608645004860591,448,False,15.992101558050782,0.001448382499802392,172,False,0,False,,0.052590163249806206,3.467105299950208,5.637754165049773,0.04117865950001942,0.16629783000007592,2.648282192500119,241.0,197.0,256.0,0.3538487913595063,100.0,15798.0,42.305669246000434,240,240,2250.2501278000545,8.790039561718963,928.0,924,933,61440,True,True,False,False,"{'length': 3830, 'stream_error': 10}",{'length': 240},2560,640,2048,512
