t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,offered_rps
0.005668046999744547,0.0,0.0,0.0,pilot-rps136-rep1,136.0
0.5188089969997236,67.0,0.0,0.02228698782787586,pilot-rps136-rep1,136.0
1.0337894320000487,136.0,0.0,0.06891822389850843,pilot-rps136-rep1,136.0
1.5543280729998514,152.0,0.0,0.07714726555803186,pilot-rps136-rep1,136.0
2.0718779809994885,165.0,0.0,0.08640493742499566,pilot-rps136-rep1,136.0
2.5892774439998902,173.0,0.0,0.09086233499057084,pilot-rps136-rep1,136.0
3.1151414739997563,178.0,0.0,0.09429110234870564,pilot-rps136-rep1,136.0
3.6314734889992906,182.0,0.0,0.09549117092405279,pilot-rps136-rep1,136.0
4.146588775000055,181.0,0.0,0.09566260929195958,pilot-rps136-rep1,136.0
4.658866354999191,184.0,0.0,0.09686267786730673,pilot-rps136-rep1,136.0
5.188022450999597,182.0,0.0,0.09789130807474711,pilot-rps136-rep1,136.0
5.714519974999348,183.0,0.0,0.09686267786730673,pilot-rps136-rep1,136.0
6.230972215999827,182.0,0.0,0.09754843133893365,pilot-rps136-rep1,136.0
6.752582726999208,181.0,0.0,0.09600548602777303,pilot-rps136-rep1,136.0
7.276614521999363,183.0,0.0,0.09669123949939995,pilot-rps136-rep1,136.0
7.796680225999808,180.0,0.0,0.09514829418823934,pilot-rps136-rep1,136.0
8.345964098999502,182.0,0.0,0.09720555460312019,pilot-rps136-rep1,136.0
8.868544365999696,175.0,0.0,0.09326247214126526,pilot-rps136-rep1,136.0
9.395067843999641,180.0,0.0,0.09617692439567971,pilot-rps136-rep1,136.0
9.912963682999361,177.0,0.0,0.0937767872449854,pilot-rps136-rep1,136.0
10.436229848000039,188.0,0.0,0.09771986970684043,pilot-rps136-rep1,136.0
10.969202808999398,182.0,0.0,0.09891993828218759,pilot-rps136-rep1,136.0
11.508565415999328,199.0,0.0,0.10543459626264362,pilot-rps136-rep1,136.0
12.027834292999614,195.0,0.0,0.09943425338590772,pilot-rps136-rep1,136.0
12.562459038999805,217.0,0.0,0.1165780901765815,pilot-rps136-rep1,136.0
13.102691639999648,198.0,0.0,0.1056060346305503,pilot-rps136-rep1,136.0
20.593172041999424,256.0,65.0,0.09823418481056057,pilot-rps136-rep1,136.0
28.411412176999875,50.0,0.0,0.017829590262300687,pilot-rps136-rep1,136.0
28.929784910999842,256.0,12.0,0.10166295216869536,pilot-rps136-rep1,136.0
29.456234941999355,246.0,0.0,0.1503514486542088,pilot-rps136-rep1,136.0
30.5317087859994,0.0,0.0,0.0,pilot-rps136-rep1,136.0
0.004325921000599919,0.0,0.0,0.0,pilot-rps144-rep1,144.0
0.5101991520004958,70.0,0.0,0.02400137150694326,pilot-rps144-rep1,144.0
1.0241989980004291,142.0,0.0,0.07491856677524433,pilot-rps144-rep1,144.0
1.537429747000715,145.0,0.0,0.07526144351105779,pilot-rps144-rep1,144.0
2.06187995900018,159.0,0.0,0.08366192353848789,pilot-rps144-rep1,144.0
2.578341263000766,162.0,0.0,0.08589062232127553,pilot-rps144-rep1,144.0
3.0954942990001655,163.0,0.0,0.08554774558546208,pilot-rps144-rep1,144.0
3.619467476000864,166.0,0.0,0.08794788273615639,pilot-rps144-rep1,144.0
4.149306715000421,166.0,0.0,0.08674781416080923,pilot-rps144-rep1,144.0
4.677750940000806,158.0,0.0,0.08657637579290245,pilot-rps144-rep1,144.0
5.1949433450008655,174.0,0.0,0.09223384193382478,pilot-rps144-rep1,144.0
5.714501802000086,176.0,0.0,0.09240528030173156,pilot-rps144-rep1,144.0
6.270486225000241,177.0,0.0,0.09360534887707872,pilot-rps144-rep1,144.0
6.800663971000176,184.0,0.0,0.09703411623521341,pilot-rps144-rep1,144.0
7.319872497000688,188.0,0.0,0.09994856848962796,pilot-rps144-rep1,144.0
7.853572487000747,190.0,0.0,0.09994856848962796,pilot-rps144-rep1,144.0
8.376784371000213,189.0,0.0,0.10063432196125488,pilot-rps144-rep1,144.0
8.89652628100066,188.0,0.0,0.09960569175381451,pilot-rps144-rep1,144.0
24.63990261300023,256.0,328.0,0.1908109034801989,pilot-rps144-rep1,144.0
32.10182356600035,29.0,0.0,0.019886850677181545,pilot-rps144-rep1,144.0
32.64829309000015,255.0,51.0,0.08983370478313046,pilot-rps144-rep1,144.0
33.17827837200002,255.0,94.0,0.1494942568146751,pilot-rps144-rep1,144.0
34.6321378090006,114.0,0.0,0.05023144179667405,pilot-rps144-rep1,144.0
0.0040064749991870485,0.0,0.0,0.0,pilot-rps152-rep1,152.0
0.5156589869993695,73.0,0.0,0.028115892336704973,pilot-rps152-rep1,152.0
1.0379199609997158,139.0,0.0,0.07217555288873645,pilot-rps152-rep1,152.0
1.5521422489991892,181.0,0.0,0.08537630721755529,pilot-rps152-rep1,152.0
2.0694936719992256,198.0,0.0,0.10337733584776276,pilot-rps152-rep1,152.0
2.588759355999173,204.0,0.0,0.11434939139379396,pilot-rps152-rep1,152.0
3.10628427499978,184.0,0.0,0.09737699297102687,pilot-rps152-rep1,152.0
10.803022555999632,254.0,221.0,0.16646665523744208,pilot-rps152-rep1,152.0
18.81527137499961,17.0,0.0,0.005143151037202087,pilot-rps152-rep1,152.0
23.185298659999717,256.0,322.0,0.06308931938967943,pilot-rps152-rep1,152.0
29.03122885799985,49.0,0.0,0.018172466998114145,pilot-rps152-rep1,152.0
30.196338611999636,254.0,233.0,0.16338076461512085,pilot-rps152-rep1,152.0
37.41038540699992,79.0,0.0,0.030858906223212745,pilot-rps152-rep1,152.0
37.93594773999939,217.0,0.0,0.10886336362077831,pilot-rps152-rep1,152.0
38.46638380799959,155.0,0.0,0.12172124121378369,pilot-rps152-rep1,152.0
0.004289618000257178,0.0,0.0,0.0,pilot-rps160-rep1,160.0
0.5114529410002433,77.0,0.0,0.025030001714383632,pilot-rps160-rep1,160.0
1.0400162810001348,160.0,0.0,0.07954740270872618,pilot-rps160-rep1,160.0
1.5529729580002822,181.0,0.0,0.0912052117263844,pilot-rps160-rep1,160.0
2.076050841000324,207.0,0.0,0.10594891136636375,pilot-rps160-rep1,160.0
2.6223615270000664,221.0,0.0,0.11434939139379396,pilot-rps160-rep1,160.0
19.62170016300024,256.0,335.0,0.18446768386764956,pilot-rps160-rep1,160.0
29.731627930000286,256.0,171.0,0.15086576375792904,pilot-rps160-rep1,160.0
36.98529278299975,10.0,0.0,0.003600205726041472,pilot-rps160-rep1,160.0
37.65438923799957,15.0,0.0,0.010800617178124416,pilot-rps160-rep1,160.0
38.19506913799978,255.0,36.0,0.08657637579290245,pilot-rps160-rep1,160.0
38.72738655699959,256.0,56.0,0.17178124464255096,pilot-rps160-rep1,160.0
39.86564567200003,56.0,0.0,0.049202811589233675,pilot-rps160-rep1,160.0
0.0040148529997168225,0.0,0.0,0.0,pilot-rps176-rep1,176.0
0.5148074119997545,85.0,0.0,0.031716098062746445,pilot-rps176-rep1,176.0
1.0423857789992326,175.0,0.0,0.09274815703754502,pilot-rps176-rep1,176.0
1.5766097449995868,189.0,0.0,0.09531973255614612,pilot-rps176-rep1,176.0
2.1049080379998486,208.0,0.0,0.10869192525287164,pilot-rps176-rep1,176.0
5.017764299999726,4.0,0.0,0.0027430138865077724,pilot-rps176-rep1,176.0
8.663750189999519,35.0,0.0,0.018515343733927603,pilot-rps176-rep1,176.0
18.04432116499993,2.0,0.0,0.0008571918395336997,pilot-rps176-rep1,176.0
22.01445184899967,256.0,337.0,0.08126178638779358,pilot-rps176-rep1,176.0
34.13053530599882,13.0,0.0,0.008057603291616644,pilot-rps176-rep1,176.0
35.68012051599999,27.0,0.0,0.012172124121378358,pilot-rps176-rep1,176.0
36.1961953279997,234.0,0.0,0.09566260929195958,pilot-rps176-rep1,176.0
36.725519382999664,215.0,0.0,0.15806617521001198,pilot-rps176-rep1,176.0
