t_s,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,repeat_id,offered_rps
0.02841708899995865,NVIDIA GeForce RTX 4080 SUPER,15.0,15701.0,16376.0,pilot-rps136-rep1,136.0
1.0631107549997978,NVIDIA GeForce RTX 4080 SUPER,84.0,15699.0,16376.0,pilot-rps136-rep1,136.0
2.100712148999264,NVIDIA GeForce RTX 4080 SUPER,98.0,15699.0,16376.0,pilot-rps136-rep1,136.0
3.1363477229997443,NVIDIA GeForce RTX 4080 SUPER,98.0,15701.0,16376.0,pilot-rps136-rep1,136.0
4.184803899999679,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
5.215418265999688,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
6.253330661999826,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
7.296394541999689,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
8.341447335999874,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
9.39401030999943,NVIDIA GeForce RTX 4080 SUPER,98.0,15696.0,16376.0,pilot-rps136-rep1,136.0
10.435916404999261,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
11.483796803999212,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
12.521210844000052,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
13.611113728999953,NVIDIA GeForce RTX 4080 SUPER,98.0,15698.0,16376.0,pilot-rps136-rep1,136.0
15.002682127999833,NVIDIA GeForce RTX 4080 SUPER,56.0,15698.0,16376.0,pilot-rps136-rep1,136.0
16.43407461299921,NVIDIA GeForce RTX 4080 SUPER,66.0,15698.0,16376.0,pilot-rps136-rep1,136.0
17.910435648999737,NVIDIA GeForce RTX 4080 SUPER,62.0,15698.0,16376.0,pilot-rps136-rep1,136.0
19.03103324499989,NVIDIA GeForce RTX 4080 SUPER,59.0,15698.0,16376.0,pilot-rps136-rep1,136.0
20.109023097999852,NVIDIA GeForce RTX 4080 SUPER,78.0,15694.0,16376.0,pilot-rps136-rep1,136.0
21.25661154499994,NVIDIA GeForce RTX 4080 SUPER,98.0,15694.0,16376.0,pilot-rps136-rep1,136.0
25.21165670499977,NVIDIA GeForce RTX 4080 SUPER,99.0,15740.0,16376.0,pilot-rps136-rep1,136.0
27.058569402999638,NVIDIA GeForce RTX 4080 SUPER,7.0,15721.0,16376.0,pilot-rps136-rep1,136.0
28.114479189999656,NVIDIA GeForce RTX 4080 SUPER,69.0,15699.0,16376.0,pilot-rps136-rep1,136.0
29.1461484879992,NVIDIA GeForce RTX 4080 SUPER,99.0,15696.0,16376.0,pilot-rps136-rep1,136.0
30.52396974199928,NVIDIA GeForce RTX 4080 SUPER,36.0,15712.0,16376.0,pilot-rps136-rep1,136.0
0.029933841000456596,NVIDIA GeForce RTX 4080 SUPER,19.0,15696.0,16376.0,pilot-rps144-rep1,144.0
1.0597874940003749,NVIDIA GeForce RTX 4080 SUPER,97.0,15694.0,16376.0,pilot-rps144-rep1,144.0
2.098082735000389,NVIDIA GeForce RTX 4080 SUPER,98.0,15694.0,16376.0,pilot-rps144-rep1,144.0
3.1342268460002742,NVIDIA GeForce RTX 4080 SUPER,98.0,15696.0,16376.0,pilot-rps144-rep1,144.0
4.166321744000015,NVIDIA GeForce RTX 4080 SUPER,98.0,15693.0,16376.0,pilot-rps144-rep1,144.0
5.210003969000354,NVIDIA GeForce RTX 4080 SUPER,98.0,15696.0,16376.0,pilot-rps144-rep1,144.0
6.247363328000574,NVIDIA GeForce RTX 4080 SUPER,98.0,15696.0,16376.0,pilot-rps144-rep1,144.0
7.292450780000763,NVIDIA GeForce RTX 4080 SUPER,98.0,15695.0,16376.0,pilot-rps144-rep1,144.0
8.322710616000222,NVIDIA GeForce RTX 4080 SUPER,98.0,15695.0,16376.0,pilot-rps144-rep1,144.0
9.389525838000736,NVIDIA GeForce RTX 4080 SUPER,98.0,15695.0,16376.0,pilot-rps144-rep1,144.0
10.637287216000004,NVIDIA GeForce RTX 4080 SUPER,60.0,15695.0,16376.0,pilot-rps144-rep1,144.0
11.989856991000124,NVIDIA GeForce RTX 4080 SUPER,57.0,15695.0,16376.0,pilot-rps144-rep1,144.0
