t_s,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,repeat_id,offered_rps
0.029253452999910223,NVIDIA GeForce RTX 4080 SUPER,21.0,15658.0,16376.0,pilot-rps64-rep1,64.0
1.0564413590000186,NVIDIA GeForce RTX 4080 SUPER,77.0,15651.0,16376.0,pilot-rps64-rep1,64.0
2.087777640999775,NVIDIA GeForce RTX 4080 SUPER,80.0,15651.0,16376.0,pilot-rps64-rep1,64.0
3.1243015680001918,NVIDIA GeForce RTX 4080 SUPER,73.0,15679.0,16376.0,pilot-rps64-rep1,64.0
4.155793445999734,NVIDIA GeForce RTX 4080 SUPER,78.0,15689.0,16376.0,pilot-rps64-rep1,64.0
5.231461649000266,NVIDIA GeForce RTX 4080 SUPER,35.0,15698.0,16376.0,pilot-rps64-rep1,64.0
6.26149652300046,NVIDIA GeForce RTX 4080 SUPER,85.0,15698.0,16376.0,pilot-rps64-rep1,64.0
7.295946414999889,NVIDIA GeForce RTX 4080 SUPER,79.0,15694.0,16376.0,pilot-rps64-rep1,64.0
8.330221000000165,NVIDIA GeForce RTX 4080 SUPER,79.0,15673.0,16376.0,pilot-rps64-rep1,64.0
9.36428278600033,NVIDIA GeForce RTX 4080 SUPER,79.0,15674.0,16376.0,pilot-rps64-rep1,64.0
10.393479164999917,NVIDIA GeForce RTX 4080 SUPER,77.0,15674.0,16376.0,pilot-rps64-rep1,64.0
11.419305420000455,NVIDIA GeForce RTX 4080 SUPER,79.0,15645.0,16376.0,pilot-rps64-rep1,64.0
12.449612569999772,NVIDIA GeForce RTX 4080 SUPER,80.0,15645.0,16376.0,pilot-rps64-rep1,64.0
13.482029888000397,NVIDIA GeForce RTX 4080 SUPER,82.0,15664.0,16376.0,pilot-rps64-rep1,64.0
14.51306618200033,NVIDIA GeForce RTX 4080 SUPER,83.0,15664.0,16376.0,pilot-rps64-rep1,64.0
15.542701254999884,NVIDIA GeForce RTX 4080 SUPER,77.0,15656.0,16376.0,pilot-rps64-rep1,64.0
16.57202339200012,NVIDIA GeForce RTX 4080 SUPER,81.0,15654.0,16376.0,pilot-rps64-rep1,64.0
17.606691189999765,NVIDIA GeForce RTX 4080 SUPER,78.0,15654.0,16376.0,pilot-rps64-rep1,64.0
18.635427643000185,NVIDIA GeForce RTX 4080 SUPER,78.0,15671.0,16376.0,pilot-rps64-rep1,64.0
19.664015066000502,NVIDIA GeForce RTX 4080 SUPER,73.0,15688.0,16376.0,pilot-rps64-rep1,64.0
20.692893585000093,NVIDIA GeForce RTX 4080 SUPER,69.0,15708.0,16376.0,pilot-rps64-rep1,64.0
0.041175585000019055,NVIDIA GeForce RTX 4080 SUPER,24.0,15665.0,16376.0,pilot-rps96-rep1,96.0
1.0768842990000849,NVIDIA GeForce RTX 4080 SUPER,88.0,15654.0,16376.0,pilot-rps96-rep1,96.0
2.1074053290003576,NVIDIA GeForce RTX 4080 SUPER,86.0,15651.0,16376.0,pilot-rps96-rep1,96.0
3.1421274050007924,NVIDIA GeForce RTX 4080 SUPER,86.0,15651.0,16376.0,pilot-rps96-rep1,96.0
4.172168256000077,NVIDIA GeForce RTX 4080 SUPER,85.0,15651.0,16376.0,pilot-rps96-rep1,96.0
5.199984667000535,NVIDIA GeForce RTX 4080 SUPER,86.0,15666.0,16376.0,pilot-rps96-rep1,96.0
6.230488596000214,NVIDIA GeForce RTX 4080 SUPER,84.0,15679.0,16376.0,pilot-rps96-rep1,96.0
7.258688771000379,NVIDIA GeForce RTX 4080 SUPER,87.0,15684.0,16376.0,pilot-rps96-rep1,96.0
8.286254483999983,NVIDIA GeForce RTX 4080 SUPER,89.0,15660.0,16376.0,pilot-rps96-rep1,96.0
9.313547835000463,NVIDIA GeForce RTX 4080 SUPER,90.0,15660.0,16376.0,pilot-rps96-rep1,96.0
10.342166334000467,NVIDIA GeForce RTX 4080 SUPER,84.0,15658.0,16376.0,pilot-rps96-rep1,96.0
11.37119833700035,NVIDIA GeForce RTX 4080 SUPER,89.0,15655.0,16376.0,pilot-rps96-rep1,96.0
12.397642148000159,NVIDIA GeForce RTX 4080 SUPER,89.0,15647.0,16376.0,pilot-rps96-rep1,96.0
13.424125063000247,NVIDIA GeForce RTX 4080 SUPER,90.0,15647.0,16376.0,pilot-rps96-rep1,96.0
14.454473017000055,NVIDIA GeForce RTX 4080 SUPER,86.0,15647.0,16376.0,pilot-rps96-rep1,96.0
15.483867782000743,NVIDIA GeForce RTX 4080 SUPER,88.0,15647.0,16376.0,pilot-rps96-rep1,96.0
16.512154981000094,NVIDIA GeForce RTX 4080 SUPER,88.0,15647.0,16376.0,pilot-rps96-rep1,96.0
17.540360582000176,NVIDIA GeForce RTX 4080 SUPER,88.0,15647.0,16376.0,pilot-rps96-rep1,96.0
18.567559136000455,NVIDIA GeForce RTX 4080 SUPER,88.0,15647.0,16376.0,pilot-rps96-rep1,96.0
19.5931789010001,NVIDIA GeForce RTX 4080 SUPER,92.0,15647.0,16376.0,pilot-rps96-rep1,96.0
20.61952926200047,NVIDIA GeForce RTX 4080 SUPER,72.0,15647.0,16376.0,pilot-rps96-rep1,96.0
0.029745197000011103,NVIDIA GeForce RTX 4080 SUPER,19.0,15647.0,16376.0,pilot-rps128-rep1,128.0
1.0623567109996657,NVIDIA GeForce RTX 4080 SUPER,87.0,15647.0,16376.0,pilot-rps128-rep1,128.0
2.098231238000153,NVIDIA GeForce RTX 4080 SUPER,98.0,15647.0,16376.0,pilot-rps128-rep1,128.0
3.1290012569998,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
4.160146479999639,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
5.1914071869996405,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
6.22393096199994,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
7.2593684069997835,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
8.29076962399995,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
9.32045968500006,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
10.355263684999954,NVIDIA GeForce RTX 4080 SUPER,98.0,15645.0,16376.0,pilot-rps128-rep1,128.0
11.38086255899998,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
12.412826795,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
13.44712520899975,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
14.485285949000172,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
15.5204631659999,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
16.54887566999969,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
17.580794128999514,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
18.611417076999714,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
19.660603528000138,NVIDIA GeForce RTX 4080 SUPER,98.0,15644.0,16376.0,pilot-rps128-rep1,128.0
20.694797793999896,NVIDIA GeForce RTX 4080 SUPER,72.0,15644.0,16376.0,pilot-rps128-rep1,128.0
0.026755953000247246,NVIDIA GeForce RTX 4080 SUPER,16.0,15708.0,16376.0,pilot-rps160-rep1,160.0
1.0733413130001281,NVIDIA GeForce RTX 4080 SUPER,98.0,15685.0,16376.0,pilot-rps160-rep1,160.0
2.107688846000201,NVIDIA GeForce RTX 4080 SUPER,98.0,15681.0,16376.0,pilot-rps160-rep1,160.0
3.1481049770000027,NVIDIA GeForce RTX 4080 SUPER,98.0,15662.0,16376.0,pilot-rps160-rep1,160.0
4.177160274000016,NVIDIA GeForce RTX 4080 SUPER,98.0,15663.0,16376.0,pilot-rps160-rep1,160.0
5.226929856999959,NVIDIA GeForce RTX 4080 SUPER,98.0,15681.0,16376.0,pilot-rps160-rep1,160.0
6.713317089999691,NVIDIA GeForce RTX 4080 SUPER,72.0,15680.0,16376.0,pilot-rps160-rep1,160.0
7.910862066999471,NVIDIA GeForce RTX 4080 SUPER,61.0,15681.0,16376.0,pilot-rps160-rep1,160.0
9.16101924800023,NVIDIA GeForce RTX 4080 SUPER,59.0,15685.0,16376.0,pilot-rps160-rep1,160.0
10.443956293000156,NVIDIA GeForce RTX 4080 SUPER,59.0,15696.0,16376.0,pilot-rps160-rep1,160.0
11.493716975000098,NVIDIA GeForce RTX 4080 SUPER,68.0,15695.0,16376.0,pilot-rps160-rep1,160.0
12.537685458999476,NVIDIA GeForce RTX 4080 SUPER,99.0,15704.0,16376.0,pilot-rps160-rep1,160.0
0.024607364000075904,NVIDIA GeForce RTX 4080 SUPER,9.0,15707.0,16376.0,pilot-rps192-rep1,192.0
1.0613174079999226,NVIDIA GeForce RTX 4080 SUPER,98.0,15685.0,16376.0,pilot-rps192-rep1,192.0
2.0939893189997747,NVIDIA GeForce RTX 4080 SUPER,98.0,15667.0,16376.0,pilot-rps192-rep1,192.0
3.162081374999616,NVIDIA GeForce RTX 4080 SUPER,79.0,15659.0,16376.0,pilot-rps192-rep1,192.0
