offered_rps,repeats,any_client_limited,headline_p95_ttft_s_median,headline_p95_ttft_s_min,headline_p95_ttft_s_max,headline_p50_ttft_s_median,headline_output_token_tps_median,headline_completed_rps_median,repeat_p95_ttft_s,slo_p95_ttft_seconds,slo_met_all_repeats
2.0,1,False,0.04563209499997356,0.04563209499997356,0.04563209499997356,0.03922786949988222,122.55884175184717,1.914981902372612,[0.04563209499997356],1.0,True
